description,country,variety
"Full and ripe, this balances round pear and peach flavors with intense acidity. It is a beautifully fruity wine, one that also has a sense of structure and a fine, elegant texture.",Portugal,Verdelho
Simaens has produced a ripe style of wine here. Apple and rich citrus flavors add a delicious touch to tropical fruit flavors. This wine is fit for drinking in the next few months.,Portugal,Portuguese White
"Soft and herbaceous, this is a warm wine, its acidity leading to apricot and pineapple flavors. The apple skin texture and the tangy final acidity make it crisp.",Portugal,Portuguese White
"This relies on its ripe fruit to convey the rich flavors of the Douro. Its black fruit flavors dominate the broad tannic structure, with a light hint of wood aging. It's bold, chunky and ready to drink.",Portugal,Portuguese Red
"A big, sweet, fruity wine, with ripe tannins, mint and chocolate flavors from the wood aging. It is rounded, polished, full of black plums, spice and finishing with balanced acidity. Keep for 3–4 years.",Portugal,Portuguese Red
"Produced from old vines on schist soils, this is an intensely structured wine. While it has power, it is the texture and the firm fruit that give it character. Black fruits combine with dark tannins to create a dry, solid aftertaste.",Portugal,Portuguese Red
"Aragonez, aka Tempranillo, is the Tinta Roriz of the Alentejo—just to make things simple. Whatever the name, the smooth, rich character of this wine is characteristic of the grape. It has weight, ripe damson fruit and a core of powerful tannins. Age for 3–4 years.",Portugal,Aragonez
"A blend of Alvarinho and Trajadura from vineyards in the far north of the Vinho Verde region. The wine is rich, aromatic, creamy. It has the right prickle in the mouth, with a final lemon peel character.",Portugal,Portuguese White
"Although known in the Douro as an increasingly essential component of Port and table wines, the Touriga Nacional is equally at home in the Dão. As here, it produces linear wines, very mineral, full of acidity with a perfumed elegance. This is a wine for aging over 4–5 years.",Portugal,Touriga Nacional
"A rich interpretation of the Castelão grape, the wine is opulent and generous. It has juicy black fruits that are lifted by acidity. The slight tannins are far in the background of this wine that will be ready to drink by the end of 2016.",Portugal,Castelão
"Named after the rare Douro golden oriole bird (which obviously likes to eat figs), this is a bright, fruity wine with light tannins that give it a delicious fresh, red fruit character. It has a smoky edge from wood aging, finely balanced and ready to drink now.",Portugal,Portuguese Red
"This is a light, fruity, fresh and clean wine. With lemon and crisp apple flavors, it is bright, simple, attractive and ready to drink.",Portugal,Portuguese White
"Young and fresh with an attractive prickle on the tongue, this medium-sweet Vinho Verde is well cut with acidity. Accented with apple and citrus, it is bright and ready to drink. Screwcap.",Portugal,Portuguese White
"A ripe and fruity wine, it is full of bright red fruits, very soft tannins and juicy acidity. It's just the wine for drinking young, so drink this summer through 2015.",Portugal,Portuguese Red
"A smooth, ripe, juicy wine, with vanilla flavors from wood aging and fresh berry fruits as companions. The wine is soft, gently tannic and ready to drink.",Portugal,Portuguese Red
"As always, Loios is a bright and fruity wine that is ready to drink young. With peach, grapefruit and red apple flavors, it's a soft wine with a crisp streak. It is ready to drink now and will be better at the end of 2014.",Portugal,Portuguese White
"A ripe wine dominated by tropical pineapple and fresh peach. This warm, lively and fruity wine can be drunk in 2014.",Portugal,Portuguese White
A rich and fruity blend with swathes of ripe red berry fruits that are smoothed out by the soft wood and tannin flavors. Acidity freshens the ripeness. Drink now.,Portugal,Portuguese Red
"Surprisingly tannic, this juicy wine shows intense structure and a smoky character from wood aging. It feels as though the tannins and extract have smothered the natural fruitiness of the wine. It will need time to come round, so wait until 2017.",Portugal,Merlot
"Ripe red berries, a light structure and plenty of fresh acidity make for a wine that best drunk young.",Portugal,Portuguese Red
"From an estate in the south of the Alentejo, this is a rich, hot-country wine. It is firm, densely structured and with solid, dark tannins. There is a juicy black fruit background to this dense wine that gives a lift. Still young, this dark and very concentrated wine will be better from 2018.",Portugal,Portuguese Red
A selection of old vines has given an intensely structured wine. It is packed both with tannins and concentrated black fruits. The density of the ripe fruits show how well the wine is maturing. Drink from 2017.,Portugal,Portuguese Red
"The family vineyards of consultant Anselmo Mendes are in the north of the Vinho Verde region the home of Alvarinho, so it's no surprise that this wine is a great interpetation of the grape. It is almost luscious in its intensity and richness. Orange, ripe apple and intense citrus flavors are encased in a generous, full-bodied wine. Drink now, although this wine will be even better from 2017.",Portugal,Alvarinho
"This is a simple, fruity wine that has ripe black fruits and soft tannins. Made for early drinking, it is aromatic, juicy with a spicy aftertaste.",Portugal,Portuguese Red
"With the lightest, freshest tingle on the tongue, this is an off-dry wine that is crisp and fresh, combining citrus with sweetness. It is light-bodied, bright and ready to drink.",Portugal,Portuguese White
"Soft and smooth, this is a ripe and creamy wine. It has light acidity, pineapple and apricot flavors and a rounded aftertaste. Drink now.",Portugal,Portuguese White
"This is a soft, creamy wine with fruitiness and a yeasty edge. Made from Bical, Arinto and Maria Gomes, it's ready to drink.",Portugal,Portuguese Sparkling
"A typical Douro blend of Touriga Nacional, Tinta Roriz and Tinta Barroca, this wine is all about bright, crisp fruit. Black and red currant flavors come with tight acidity and a juicy character. Tightly wound now, it needs a few more months to calm down. Drink from 2018.",Portugal,Portuguese Red
"This yeasty wine is bone-dry, mature and ready to drink, a toasty element having replaced any fruitiness. The aftertaste is crisp and bright.",Portugal,Portuguese Sparkling
"This rich wine still shows its wood-aging character. It has firm tannins, dark fruit and concentration. From vineyards in the Douro Superior, this wine should be drunk from 2018.",Portugal,Touriga Nacional
"This gently wood-aged wine has spice and toast flavors over ripe mango and guava that are cut with a tight band of citrus. The wine is rich and full, finishing with just a lift of acidity.",Portugal,Portuguese White
"This lightly wood-aged wine is rich, with an attractive acidity to go with the citrus and green-fruit flavors. A delicious tang gives lemon and orange-zest flavors and some minerality. Drink from mid-2017.",Portugal,Portuguese White
"To the blend of local Aragonez and Trincadeira, the producer has added the Dão's Alfrocheiro. That gives a ripe and attractively perfumed wine. It is soft and juicy, full of rich berry fruits and with a generous, warm texture. Drink now.",Portugal,Portuguese Red
